Company Name,Ticker,Market Cap ,Avg Volume,Beta,P/E (Trailing 12 Months),Current Ratio,Current ROE (TTM),12 Mo Trailing EPS,Price as a % of 52 Wk H-L Range,% Price Change (12 Weeks)
MARCUS&MILLICHP,MMI,1047.98,92442.4,1.53,16.1,2.86,31.33,1.73,61.23,5.77
3M CO,MMM,103915.28,1939722.63,1.04,21.38,1.9,42.27,8.08,80.54,-4.26
MAGELLAN MDSTRM,MMP,15557.65,622241.25,0.76,19.74,0.95,38.77,3.46,55.46,-3.69
MAXIMUS INC,MMS,3644.41,662954,1.15,21.81,1.82,24.93,2.58,73.94,-4.3
MERIT MEDICAL,MMSI,1063.4,235576.59,0.91,25.1,2.71,8.85,0.95,87.8,-2.41
MANNING&NAPIER,MN,110.27,76161.6,1.37,10.35,3.47,41.92,0.71,36.7,-2.52
MALLINCKRODT PL,MNK,5646.31,3105244.5,1.62,6.29,1.22,17.92,8.34,0,-30.03
MONRO MUFFLER,MNRO,1870.17,369249.25,0.83,29.54,1.12,11.98,1.96,22.51,3.45
MONSTER BEVERAG,MNST,25853.75,4543627.5,0.89,39.37,3.28,17.06,1.15,41.62,-11.72
ALTRIA GROUP,MO,127118.67,6990290.5,0.57,21.58,0.93,202.19,3.02,65.03,-3.01
MOCON INC,MOCO,100.8,14314.85,0.49,28.44,2.52,10.15,0.61,96.66,7.1
MODINE MANUFACT,MOD,587.67,170620.75,1.41,15.77,1.48,9.77,0.78,95.45,7.71
MIDWESTONE FINL,MOFG,384.82,20989.15,1.25,13.35,0.86,9.01,2.52,90.61,12.88
MOOG INC  A,MOG.A,2523.52,139914.34,1.63,18.86,2.75,13.4,3.73,95.59,20.69
MOLINA HLTHCR,MOH,3045.04,1301491.25,1.19,20,1.31,9.38,2.68,36.86,-2.56
MOMO INC -ADR,MOMO,4074.55,3308500.25,2.19,66.21,5.47,13.5,0.33,74.68,-10.01
MONSANTO CO-NEW,MON,44864.84,2077805.75,1.01,22.5,1.21,46.07,4.55,63.38,-3.47
MONOGRAM REIT,MORE,1750.1,964713.88,0.81,29.97,1.78,-1.2,0.35,89.8,-0.94
MORNINGSTAR INC,MORN,3154.5,104374.3,0.7,24.83,1.31,19.9,2.95,23.5,-12.44
MOSAIC CO/THE,MOS,9477.47,4994965,1.25,25.53,1.78,3.78,1.06,49.85,-5.55
MOVADO GRP INC,MOV,672.43,142809.25,0.36,16.55,6.28,8.97,1.77,89,32.64
MOTORCAR PARTS,MPAA,472.04,226500.16,1.73,12.16,1.03,18.58,2.08,10.97,-13.75
MARATHON PETROL,MPC,24268.93,6518417.5,1.8,18.39,1.51,6.74,2.5,53.3,7
MELCO CROWN ENT,MPEL,10394.44,3149571.25,2.16,56.24,1.42,4.12,0.34,96.76,34.55
METALDYNE PERFM,MPG,1340.29,761301.13,1.74,12.11,2,17.24,1.66,78.7,24.3
MEDICAL PPTYS,MPW,3900.62,5343516.5,0.91,9.23,8.4,10.03,1.32,39.06,-20.76
MONOLITHIC PWR,MPWR,3380.01,297963.5,1.35,76.24,6.61,11.8,1.09,95.59,8.41
MARINE PRODUCTS,MPX,439.55,58131.3,0.67,26.05,3.08,17.96,0.44,95.27,27.76
MONROE CAPITAL,MRCC,254.31,103551.9,0.55,9.41,1.71,11.09,1.63,83.24,-4.6
MERCURY SYSTEMS,MRCY,1245.63,298469.75,0.47,44.01,4.13,6.43,0.69,88.02,33.03
MERCK & CO INC,MRK,171466.42,10173527,0.76,16.28,1.89,24.25,3.82,83.08,-1.66
MARLIN BUS SVCS,MRLN,255.7,22257.45,1.24,14.54,0.12,11.28,1.4,98.54,8.24
MARTEN TRANS,MRTN,802.88,134735.3,1.19,23.93,1.42,8.14,1.03,100,12.2
MARVELL TECH GP,MRVL,7363.15,5634946.5,1.12,53.26,4.42,3.28,0.27,93.89,11.13
MORGAN STANLEY,MS,76036.53,14001806,1.87,16.05,0.71,7.57,2.53,97.42,27.87
MSA SAFETY INC,MSA,2344.18,149167.7,1.45,22.03,2.75,19.79,2.83,94.65,9.19
MESABI TRUST,MSB,142.35,45500.05,0.62,20.09,2.98,103.45,0.54,91.7,8.72
MICROSEMI CORP,MSCC,6313.72,1873122.75,1.31,22.03,2.3,17.86,2.5,96.06,38.75
MSCI INC-A,MSCI,7589.22,499875.06,1,28,2.44,43.72,2.88,64.8,-9
MIDDLESEX WATER,MSEX,687.89,54026.8,0.37,28.73,0.69,11.39,1.47,93.72,24.13
MAINSOURCE FINL,MSFG,743.13,66210.95,0.98,17.37,0.86,9.59,1.78,100,30.35
MICROSOFT CORP,MSFT,474996.22,27693428,1.16,21.43,2.69,30.92,2.85,99.76,6.04
MSG NETWORKS,MSGN,1501.42,549108.13,0.7,9.3,2.71,-14.17,2.15,81.71,15.34
MIDSOUTH BANCRP,MSL,134.65,15312.9,1.01,19.43,0.81,4.72,0.61,100,15.39
MSC INDL DIRECT,MSM,5024.96,948846.88,0.45,23.62,2.05,17.62,3.76,98.69,20.47
MICROSTRATEGY,MSTR,2231.48,135551.7,1.22,22.78,3.55,20.47,8.57,94.06,14.42
ARCELOR MITTAL,MT,22900.86,19669728,2.07,24.9,1.27,4.14,0.3,96.11,18.38
M&T BANK CORP,MTB,21829.35,1249616.75,0.7,18.24,1.06,8.59,7.72,93.2,21.58
METTLER-TOLEDO,MTD,11063.72,213640.34,1.24,29.66,1.52,73.43,14.22,93.77,4.17
MGIC INVSTMT CP,MTG,3127.29,4722540,2.41,9.56,0.22,16.64,0.96,88.84,14.18
MTGE INVESTMENT,MTGE,776.28,313728.5,0.47,9.11,0.74,9.42,1.86,86.06,-3.14
MERITAGE HOMES,MTH,1476.92,264968.41,1.24,10.28,0.75,11.5,3.59,73.34,2.24
VAIL RESORTS,MTN,5861.52,345663.09,0.48,41.12,0.64,17.22,3.94,91.94,-0.16
MERITOR INC,MTOR,1096.68,1124079.25,2.37,7.66,1.2,-24.49,1.65,95.05,12.96
MATERION CORP,MTRN,771.6,132597.09,1.29,27.64,3.64,5.72,1.4,98,27.14
MATRIX SERVICE,MTRX,538.62,178513.3,1.38,17.35,1.71,10.09,1.17,69.12,8.96
MTS SYSTEMS,MTSC,908.79,96705.25,1.5,22.34,2.59,12.45,2.44,54.79,8.67
MA-COM TECH SOL,MTSI,2659.09,566056.31,1.39,36.4,6.65,17.23,1.36,100,13.17
MITSUBISHI-UFJ,MTU,84304.67,2091806.75,1.6,9.92,0.82,5.36,0.6,76.21,8.38
MANITOWOC INC,MTW,782.67,2506225,1.85,37.6,1.81,2.88,0.15,14.55,14.4
MINERAL TECH,MTX,2784.32,170954.8,2,18.16,2.52,15.59,4.39,96.39,17.86
MASTEC INC,MTZ,3011.32,1035538.81,1.22,28.33,1.51,10.76,1.29,94.63,22.94
MUENCHENER RUEC,MURGY,29529.23,53671.6,0.99,9.45,0.18,8.9,1.94,51.33,-0.46
MURPHY USA INC,MUSA,2678.45,417145.34,0.83,18.55,1.27,19.89,3.74,60.48,-6.8
MCEWEN MINING,MUX,832.48,4368522.5,0.1,69.5,3.89,3.36,0.04,48.72,-32.85
MVC CAPITAL INC,MVC,194.34,20365.85,0.71,9.84,9.91,6.97,0.87,92.06,4.39
MUELLER WATER,MWA,2144.57,1613249.13,1.43,27.06,3.3,20.57,0.49,92.23,8.78
MAGNACHIP SEMI,MX,249.74,379770,0.41,8.27,1.6,-44.29,0.81,59.58,-23.34
MAXIM INTG PDTS,MXIM,11260.3,1882820.75,1.13,23.38,5.33,22.94,1.7,85.81,-1.97
MAXLINEAR INC-A,MXL,1379.71,1038353.38,0.85,13.62,3.43,34.63,1.57,88.95,7.93
MYERS INDS,MYE,447.33,65757.95,1.51,28.75,1.82,15.52,0.52,85.5,4.18
MYRIAD GENETICS,MYGN,1169.91,1624773.75,0.42,11.79,1.17,13.98,1.45,3.01,-17.27
MYLAN NV,MYL,19295.89,6416637.5,1.1,7.98,0.83,22.04,4.52,9.08,-10.74
MYR GROUP INC,MYRG,610.95,163060.91,0.46,35.21,1.44,6.91,1.08,99.95,29.57
NANOMETRICS INC,NANO,603.47,159788.45,1.45,32.29,4.56,9.34,0.75,92.72,15.44
NATL INSTRS CP,NATI,3867.57,466024.41,0.89,36.15,3.17,9.79,0.83,72.57,6.99
NATURES SUN PRD,NATR,282.25,15646.85,0.9,20.07,1.76,10.26,0.75,85.64,4.08
NAVIGATORS GRP,NAVG,1569.46,52353.2,0.58,22,0.44,6.34,4.9,100,11.98
NATIONAL BK HLD,NBHC,701,194890.45,0.58,32.14,0.75,4.03,0.84,93.3,13.3
NBT BANCORP INC,NBTB,1667.27,141790.3,0.79,21.7,0.84,8.73,1.78,93.29,20.38
NACCO INDS-CL A,NC,658.29,13635.1,0.95,13.25,1.67,25.17,7.33,99.3,45.15
NAVIGANT CONSLT,NCI,1168.08,305468.59,1.1,19.86,1.89,10.03,1.25,98.07,25.23
NCI INC-CL A,NCIT,177.31,15589.6,0.75,13.51,1.61,12.1,0.97,34.81,13.52
NORWEGIAN CRUIS,NCLH,9248.5,1998745.75,1.14,12.88,0.19,17.6,3.16,24.85,15.29
NATL CINEMEDIA,NCMI,973.46,295191.84,0.87,40,1.72,-13.7,0.39,81.06,4.42
NATL COMMERCE,NCOM,360.66,22584.1,0.98,22.92,1.01,7.09,1.44,98.36,16.03
NCR CORP-NEW,NCR,4815.08,990082.69,1.85,13.43,1.37,73.31,2.89,99,13.58
NCI BLDG SYSTEM,NCS,1214.49,425019.06,1.6,22.73,1.51,20.05,0.75,91.2,16.86
NEWCASTLE INV,NCT,298.97,459837.44,1.23,8.15,1.89,22.76,0.55,82.72,-3.66
NASDAQ INC,NDAQ,10733.24,842704.5,0.86,17.95,1.07,10.71,3.62,60.14,-9.13
NORDSON CORP,NDSN,6155,202573.84,1.28,25.5,2.76,34.16,4.22,94.82,7.61
NOBLE CORP PLC,NE,1298.86,11053353,2.1,8.75,1.29,2.14,0.61,7.85,-10.25
NEXTERA ENERGY,NEE,54796.52,3551188,0.26,19.13,0.65,11.9,6.13,60.49,-6.4
NEWMONT MINING,NEM,17806.66,8083390.5,0.21,25.23,2.8,4.94,1.33,58.34,-20.12
NEOGENOMICS INC,NEO,734.88,305277,1.04,133.71,2.62,3.56,0.07,97.18,18.78
NEOGEN CORP,NEOG,2358.7,149467.55,1.5,63.83,8.23,9.36,0.98,97.39,3.34
NEXTERA ENERGY,NEP,1411.25,413370.19,1.33,20.65,1.37,2.47,1.26,34.52,-13.98
NEWMARKET CORP,NEU,5004.19,44481.95,0.65,19.77,3.17,60.19,21.36,82.77,-3.4
NEW MEDIA INV,NEWM,796.58,659557.13,1.28,16.53,1.28,6.5,0.92,18.46,-5.88
NORTHFIELD BNCP,NFBK,900.52,138927,0.24,32.68,1.11,4.27,0.57,95.28,14.72
NATL FUEL GAS,NFG,4862.75,430115.91,0.87,18.48,1.36,16.27,3.09,89.1,-1.53
NEWFIELD EXPL,NFX,7776.4,3073711,1.41,50.78,1.54,12.41,0.77,67.43,-12.9
NEW GOLD INC,NGD,1893.58,5898107.5,0.44,30.75,2.34,2.65,0.12,45.65,-34.69
NATIONAL GNL HL,NGHC,2405.79,235258.8,1.27,13.87,0.59,12.6,1.63,81.66,-0.31
NGL ENERGY PART,NGL,1896.39,418720.5,0.33,12.17,1.57,9.7,1.45,84.1,-2.7
NATURAL GROCERS,NGVC,252.82,220534.34,0.91,21.65,1.36,9.33,0.52,4.2,-6.4
NATL HEALTHCARE,NHC,1059.98,32902.5,0.47,20.46,2.01,7.89,3.42,95.32,7.4
NATL HEALTH INV,NHI,2896.15,228382.09,0.66,15.56,7.07,14.12,4.67,63.58,-11.79
NATURAL HLTH TR,NHTC,287.03,82443.6,2.12,5.43,2.01,93.95,4.68,24.58,-18.13
NORSK HYDRO ADR,NHYDY,9642.96,37935.4,1.15,20.52,2.1,5.12,0.23,96.14,11.06
NISOURCE INC,NI,7219.65,2728307.25,0.28,21.31,0.47,8.76,1.05,45.75,-8.39
NICE LTD,NICE,3910.21,120133.7,0.89,20.93,2.14,13.28,3.14,77.93,-2.97
BLUE NILE INC,NILE,472.91,255493.75,0.02,49.91,1.05,59.32,0.81,98.03,13.31
NIKON CORP ADR,NINOY,5886.91,10386.65,0.81,17.48,2.17,7.26,0.84,52.24,-1.77
NIDEC CORP-ADR,NJDCY,27190.57,13195.45,0.95,32.11,1.54,12.67,0.71,84.13,4.54
NJ RESOURCES,NJR,3039.44,541183.13,0.38,22.34,1.01,11.54,1.58,67.74,2.71
NIKE INC-B,NKE,84320.92,7196059,0.48,22.81,2.72,30.56,2.22,5.76,-11.81
NATL BNKSHRS VA,NKSH,248.75,10668.35,0.38,16.55,0.72,8.4,2.16,70.7,-0.61
NAUTILUS INC,NLS,569.66,424566.09,2.15,17.43,2.06,23.41,1.05,28.37,-23.59
NIELSEN HOLDNGS,NLSN,15512.46,2779796.25,0.85,16.07,1.02,21.5,2.7,6.13,-18.18
ANNALY CAP MGMT,NLY,10565.68,6291516,0.23,8.71,0.05,10.78,1.19,65.63,-5.04
NEW MOUNTN FIN,NMFC,981.57,393159.34,0.43,10.44,1.09,10.45,1.35,94.36,-0.91
NAVIOS MARIT LP,NMM,142.07,1733974.25,1.74,10.69,1.18,2.03,0.16,32.85,19.58
NOMURA HLDG-ADR,NMR,18989.08,146192.75,1.95,17.23,0.92,4.75,0.31,72.18,15.09
NAVIOS MARI ACQ,NNA,236.41,943404.63,1.47,3.74,0.82,11.58,0.42,15.68,6.08
NN INC,NNBR,472.61,209009.8,1.12,12.76,2.17,11.5,1.36,70.3,-5.66
NATL RETAIL PPT,NNN,6324.86,1457632.88,0.45,18.22,1.17,7.44,2.36,33.86,-16
NOAH HLDGS LTD,NOAH,1388.69,147797.91,2.56,15.34,3.49,21.87,1.61,34.37,-5.58
NORTHROP GRUMMN,NOC,44382.77,1215773.63,0.66,23.82,1.13,34.1,10.57,100,17.25
NORTHRN OIL&GAS,NOG,119.76,687026.25,1.06,4.75,0.64,-7.02,0.4,6.11,-41.72
NOKIA CP-ADR A,NOK,25035.1,11285559,1.51,14.79,1.62,6.34,0.29,5.09,-25.26
NORD ANGLIA EDU,NORD,2474.48,107938.35,0.91,33.96,0.82,22.73,0.7,95.45,8.84
NOVANTA INC,NOVT,707.82,127099.3,1.11,19.95,2.93,14.4,1.03,98.88,21.53
NEENAH PAPER,NP,1435.39,97708.1,1.45,19.88,2.2,22.2,4.31,98.21,5.18
NATL PRESTO IND,NPK,668.49,27088.45,0.44,17.18,4.88,11.97,5.6,100,8.48
ENPRO INDUS INC,NPO,1288.71,137011.05,1.11,41.61,1.03,7.81,1.45,93.97,10.96
NEOPHOTONICS CP,NPTN,575.18,1035092.13,1.5,67.95,2,4.18,0.2,54.52,-14.53
NQ MOBILE INC,NQ,313.41,451325.16,2.04,7.74,1.66,8.26,0.47,24.04,-14.55
NORDEA BANK AB,NRBAY,41957.5,134114.95,0.83,10.68,1.45,11.65,0.97,74.92,4.12
NATL RESEARCH-A,NRCIA,333.36,13626.95,1.7,19.45,1.47,35.36,0.82,76.12,-0.19
NORTHSTAR RLTY,NRF,2763.7,1858054.38,1.65,6.86,8.88,14.64,2.23,69.42,13.09
NRG ENERGY INC,NRG,3567.66,5382637,1.08,5.57,1.63,10.15,2.03,26.12,-6.91
NORTHRIM BCP,NRIM,194.52,18771.35,0.58,11.9,0.85,9.09,2.37,83.82,8.25
NATURAL RSRC LP,NRP,410.99,91309.85,0.27,4.36,0.76,85.79,7.71,82.54,72.84
NEW RESID INV,NRZ,3879.46,2611426,0.92,7.58,0.19,15.13,2.04,100,7.36
NUSTAR ENERGY,NS,3623.7,282554.81,1.32,21.08,1.2,14.4,2.19,75.4,-3.87
NATL STORAGE,NSA,779.17,325092.69,0.72,19.61,0.54,2.31,1.06,73.41,0.43
NORTHSTAR ASSET,NSAM,2811.5,2240534.25,1.45,13.29,3.74,112.58,1.12,98.41,16.25
NISSAN ADR,NSANY,41007.01,139507.3,0.93,7.37,1.59,12.33,2.6,47.07,-5.6
NORFOLK SOUTHRN,NSC,30469.99,2066262.63,1.13,19.33,1.04,13.15,5.4,99.39,9.69
NUSTAR GP HLDGS,NSH,1051.81,49124.05,1.08,17.01,0.03,23,1.44,85.64,-3.81
INSIGHT ENTRPRS,NSIT,1238.89,163556.2,1.95,14.73,1.78,12.59,2.37,100,13.05
NATIONSTAR MTGE,NSM,1639.92,468131.91,0.85,10.32,0.58,10.5,1.63,97.97,4.67
INSPERITY INC,NSP,1544.71,193097.09,0.92,25.93,1.13,67.31,2.8,77.01,8.72
NEUSTAR INC -A,NSR,1323.4,466277.19,1.3,4.47,1.05,37.98,5.42,52.69,-6.23
NAPCO SECURITY,NSSC,153.2,25971.25,0.57,25.47,5.2,12.16,0.32,100,20.73
NEVSUN RESOURCS,NSU,946.47,866710.31,0.63,39.38,2.97,1.84,0.08,58.45,-4.55
NETAPP INC,NTAP,10174.17,4370497,1.49,23.11,2.06,15.66,1.58,96.16,4.11
NETSCOUT SYSTMS,NTCT,2930.3,669930.31,1.43,23.02,1.57,5.51,1.39,88.92,7.56
NETEASE INC,NTES,30503.53,1352547.13,0.8,19.32,2.78,32.17,11.91,71.03,3.62
NETGEAR INC,NTGR,1766.42,291654.69,1.68,19.85,3.04,12.2,2.69,72.01,-6.95
NORTEL INV-ADR,NTL,3201.44,27607.7,1.02,31.81,0.62,9.73,0.74,60.37,5.75
NUTRI/SYSTEM,NTRI,1086.28,233865,0.87,32.48,1.74,43.89,1.13,96.98,29.91
NORTHERN TRUST,NTRS,18372.61,1509360.75,1.02,19.6,0.67,11.55,4.14,93.57,16.15
NIPPON TELE-ADR,NTT,83092.66,283139.34,0.04,11.18,1.53,7.64,3.65,30.46,-11.79
NUANCE COMM INC,NUAN,4696.72,2886730.5,0.83,16.65,1.5,14.93,0.98,35.88,10.2
NUCOR CORP,NUE,19628.23,3426143.25,1.38,26.91,3.53,9.27,2.29,95.64,24.3
NU SKIN ENTERP,NUS,2918.63,889564.88,1.75,18.48,2.18,20.06,2.9,67.45,-9.75
NUTRACEUTICAL,NUTR,300.05,23374,0.54,16.3,4.66,11.13,2,100,27.1
NUVASIVE INC,NUVA,3294.27,724685.75,0.98,44.51,2.2,10.89,1.47,89.99,-1.52
NVIDIA CORP,NVDA,50261.75,14817176,1.17,46.39,4.07,26.82,2.01,98.68,47.73
NV5 HOLDING INC,NVEE,377.34,70622.4,1.49,23.88,3.7,12.38,1.52,96.75,15.86
NAVIGATOR HLDGS,NVGS,451.82,347063.16,1.07,7.41,0.45,6.52,1.1,14.52,24.43
NOVA MEASURING,NVMI,344.71,29880.2,1.14,16.05,4.63,13.22,0.79,100,7.46
NOVO-NORDISK AS,NVO,82693.55,4961013,0.84,14.87,1.24,88.88,2.2,4.23,-28.87
NVR INC,NVR,6114.71,31637.45,0.51,16.43,3.03,31.7,98.18,34.91,-5.07
NOVARTIS AG-ADR,NVS,163814.48,3488904.75,0.71,14.58,1.05,15.25,4.73,4.36,-13.96
NOVOZYMES A/S,NVZMY,8705.02,37924.35,0.89,24.62,1.57,25.74,1.38,0,-22.9
NORTHWEST BNCSH,NWBI,1841.69,549124.5,0.55,23.92,0.98,6.56,0.76,97.09,17.29
NORTHWESTERN CP,NWE,2819.46,310353.19,0.34,17.57,0.44,9.94,3.32,54.05,-0.65
NEW HOME CO LLC,NWHM,241.5,61828.6,1.93,11.21,1.18,8.69,1.04,54.65,9.07
NEWELL BRANDS,NWL,22899.53,4143739.5,1.03,18.84,1.94,14.92,2.52,64.88,-12.16
NATL WST LIFE A,NWLI,949.29,10231.8,1.25,9.09,0.04,5.94,28.73,94.92,32.41
NORTHWEST NAT G,NWN,1704.2,174948.91,0.32,26.39,0.52,7.87,2.26,66.31,-1.29
NEWS CORP-B,NWS,6918,808411.56,1.95,36.06,1.46,1.64,0.33,23.6,-15.24
NEWS CORP NEW-A,NWSA,4404.99,3104540.5,2.06,34.97,1.46,1.64,0.33,26.95,-16.13
QUANEX BLDG PRD,NX,674.15,135714.66,0.75,28.14,1.73,6.25,0.7,72.03,0.1
NXP SEMICONDUCT,NXPI,34202.4,3747666,1.49,25.09,2.03,11.56,3.94,86.07,12.55
NEXPOINT REIT,NXRT,431.94,159374.25,0.82,14.55,4.86,9.49,1.41,91.77,-1.58
NEXSTAR BRDCSTG,NXST,1820.81,714559.94,2.17,19.07,1.58,64.45,3.11,95.19,8.69
NEW YORK CMNTY,NYCB,7758.82,3926505.5,0.63,14.48,1.39,8.81,1.1,67.82,5.15
NRG YIELD INC-C,NYLD,2861.57,640225.13,2.65,19.32,1.16,3.25,0.81,64.32,-11.43
NEW YORK REIT,NYRT,1623.74,1219119.13,0.81,25.76,3.69,-6.27,0.38,31.48,2.62
NY TIMES  A,NYT,2070.04,737883,1.39,20.08,1.68,13.28,0.64,59.94,-1.23
REALTY INCOME,O,14672.91,1904299.75,0.41,19.98,1.27,5.04,2.84,34.44,-15.54
ORBITAL ATK INC,OA,5089.77,549746.63,-0.29,15.92,2.52,16.55,5.46,67.89,12.47
OAKTREE CAP GRP,OAK,6399.56,293861.81,0.53,16.79,2.23,12.87,2.46,23.03,-6.14
ONEBEACON INSUR,OB,1491.64,76284.6,0.56,16.82,0.35,8.67,0.94,99.02,11.81
OWENS CORNING,OC,6006.12,1071578,1.15,14.85,1.7,10.77,3.57,83.2,-4.09
OCEANFIRST FINL,OCFC,614.74,137638,0.51,16.63,0.99,9.21,1.43,97.27,20.34
OCLARO INC,OCLR,1516.46,5179929.5,2.03,41.54,3.75,14.48,0.22,89.26,7.53
OLYMPUS CORP,OCPNY,12356.75,19057.5,1.2,20.26,1.94,18.87,1.78,42.05,9.79
OLD DOMINION FL,ODFL,7136.01,711232.31,0.95,24.18,1.45,17.31,3.58,93.43,23.5
ORION ENGINRD,OEC,1127.94,94495.1,0.54,14.61,1.95,141.37,1.3,89.71,4.22
CORP OFFICE PTY,OFC,2765.16,983540.81,0.88,14.45,1.96,3.41,2.02,91.77,0.55
OFG BANCORP,OFG,586.25,479304.19,1.35,20.54,0.88,5.81,0.65,98.85,25.24
ORTHOFIX INTL,OFIX,681.31,101292.25,0.45,28.74,2.22,9.01,1.33,21.72,-14.95
OMEGA FLEX INC,OFLX,456.16,12450.95,1.22,30.34,4.52,32.83,1.49,90.57,18.57
OGE ENERGY CORP,OGE,6442.42,890085.38,0.63,20.81,0.69,9.25,1.55,92.21,1.13
ONE GAS INC,OGS,3273.15,250689.55,0.14,24.28,1.46,7.36,2.58,80.07,0.1
GAZPROM OAO-ADR,OGZPY,5356.13,362854.84,1.44,5.03,2.01,6.14,0.9,68.78,4.5
OMEGA HLTHCARE,OHI,5778.19,3093262.75,0.59,8.87,2.47,7.37,3.34,20.36,-21.19
OWENS-ILLINOIS,OI,2935.77,1775953.75,1.65,8.19,1.2,86.33,2.21,74.38,-1.04
OCEANEERING INT,OII,2462.41,1584899,1.56,19.02,2.71,8.17,1.32,11.24,-3.35
ONEOK INC,OKE,11039.77,1906350.63,1.06,30.85,0.58,9.99,1.7,95.69,6.46
ONEOK PARTNERS,OKS,11415.89,520239.16,0.52,17.91,0.49,16.75,2.23,89.1,0.2
SOUTHWEST BC-OK,OKSB,413.85,36312.75,0.97,26.37,0.99,5.62,0.84,89.95,11.31
OLD LINE BANCSH,OLBK,231.73,22198.5,0.34,19.05,0.92,8.34,1.12,96.4,8.22
OLLIES BGN OUTL,OLLI,1852.2,591048,0.08,37.05,2.73,8.91,0.83,90.39,13.01
OLIN CORP,OLN,4184.69,2411276.5,1.3,33.32,1.74,5.3,0.76,92.89,16.41
ONE LBRTY PPTY,OLP,437.4,48662.5,0.85,12.03,0.09,9.52,2.05,83.83,0.08
GRUPO AEROP-ADS,OMAB,1570.35,99104.1,1.22,19.89,3.75,27.54,1.88,18.16,-27.37
OM ASSET MGMT,OMAM,1748.3,259702.66,1.82,12.23,0.77,76.82,1.19,69.51,7.62
OMNICOM GRP,OMC,20837.73,1513253.5,1.25,18.92,0.91,39.38,4.67,99.37,2.28
OMNICELL INC,OMCL,1276.3,183362.25,0.65,28.65,1.7,10.74,1.22,63.59,-11.29
OMEGA PROTEIN,OME,549.73,146393.91,0.45,12.37,3.18,14.39,1.98,86.73,-5.08
OWENS & MINOR,OMI,2109.14,786406.94,0.99,16.41,1.85,13.08,2.09,25.38,-0.67
OMNOVA SOLUTION,OMN,419.68,148937.09,2,18.98,1.62,18.39,0.49,81.16,-8.37
ON SEMICON CORP,ON,4966.03,6010630,2,14.89,1.87,19.85,0.8,90.17,9.47
OLD NATL BCP,ONB,2281.25,853745.63,1.07,16.57,0.82,7.62,1.02,90.98,21.5
OPUS BANK,OPB,843.19,285201.84,0.87,12.49,1.06,7.39,1.97,24.95,-30.05
ORMAT TECH INC,ORA,2423.68,141081.66,1.1,23.25,1.53,9.45,2.1,88.4,-0.37
ORBOTECH LTD,ORBK,1523.32,244162.59,0.76,14.38,3.29,15.76,2.23,92.22,11.66
ORCHID ISLAND,ORC,284.33,550447.25,0.62,9.69,2.28,10.01,1.11,86.35,2.09
ORACLE CORP,ORCL,166483.91,11797328,1.19,16.69,4.92,22.1,2.43,84.42,-1.7
OLD REP INTL,ORI,4726.77,1584183.75,1.16,13.71,0.5,8.9,1.33,48.53,-4.51
ORITANI FINL CP,ORIT,803.08,163660.91,0.41,15.85,1.3,9.21,1.12,91.29,10.45
O REILLY AUTO,ORLY,26013.62,861965.81,0.69,26.66,1.06,53.94,10.33,73.93,-2.72
ORION GROUP HLD,ORN,268.23,227164.55,1.19,64.6,1.6,1.83,0.15,95.08,55.54
ORRSTOWN FINL,ORRF,185.95,24829.8,0.91,29.54,0.74,4.45,0.76,86.35,-3.4
OLD SECOND BCP,OSBC,271.91,106492.95,1.52,18.78,0.76,8.9,0.49,90.77,13.72
OCEAN SHORE HLD,OSHC,177.75,16109.95,0.26,24.55,1.1,6.08,1.11,97.76,18.74
OSI SYSTEMS INC,OSIS,1451.34,470086.56,0.77,37.5,1.06,7.36,2.03,58.62,13.49
OSHKOSH CORP,OSK,5189.47,1207532.38,1.68,22.26,1.77,12.31,3.13,98.45,25.93
OVERSTOCK.COM,OSTK,446.76,68671.45,0.42,20.23,0.94,14.05,0.87,95.39,14.29
ORASURE TECH,OSUR,469.81,504654.5,1.5,28.1,6.87,10.27,0.3,86.44,-2.43
OPEN TEXT CORP,OTEX,7703.81,230208.25,0.82,18.65,1.83,19.43,3.4,86.79,-0.41
OTTER TAIL CORP,OTTR,1535.38,94931,0.69,24.9,0.83,9.57,1.57,97.5,10.73
OUTFRONT MEDIA,OUT,3460.71,956385.63,1.13,11.72,1.64,-0.79,2.14,100,13.65
OXFORD INDS INC,OXM,1258.35,114665,0.47,20.01,2.01,18.08,3.75,89.98,6.24
OCH-ZIFF CAPTL,OZM,516.04,615291.25,1.52,14.2,1.25,106.32,0.2,0,-27.37
BANK OZARKS,OZRK,5691.53,1552762.63,1.26,19.58,0.99,12.83,2.4,61.2,21.58
PLAINS ALL AMER,PAA,12248.48,2155353.25,0.87,33.33,0.93,11.73,0.89,82.29,4.22
PAN AMER SILVER,PAAS,2600.28,3085785.75,0.55,63.26,3.39,3.22,0.27,72.33,-12.77
GRUPO AEROP-PAC,PAC,4823.48,121266.25,0.51,25.9,2.36,14.67,3.32,29.29,-16.43
PACWEST BANCORP,PACW,6170.36,927722.13,1.46,17.75,0.96,7.8,2.89,97.08,20.25
PENSKE AUTO GRP,PAG,4189.81,566950.38,1.41,12.78,1.04,18.88,3.85,95.43,4.91
PLAINS GP HLDGS,PAGP,3275.09,994400.69,1.51,24.91,0.93,1.25,1.3,82.44,6.03
PHIBRO ANIMAL,PAHC,1093.57,114867,1.38,18.14,3.35,75.49,1.53,57.97,8.23
